mass,epsilon,llp_rate,LLPModel_unique_id
0.135,9.809947127268783e-06,4.762088897037352e-09,DLS_0.135_9.809947127268783e-06_1.6967128298533054e-11
0.136,1.1885022274370166e-06,6.323256503323878e-10,DLS_0.136_1.1885022274370166e-06_1.096077173574507e-09
0.136,1.2115276586285876e-05,3.0317103469542227e-09,DLS_0.136_1.2115276586285876e-05_1.0548105545700713e-11
0.136,1.4677992676220675e-06,1.0532291673368983e-09,DLS_0.136_1.4677992676220675e-06_7.186340651872205e-10
0.136,1.4962356560944327e-05,1.9638283973299265e-09,DLS_0.136_1.4962356560944327e-05_6.915779427839252e-12
0.136,1.8127308811846967e-06,1.6574933493142568e-09,DLS_0.136_1.8127308811846967e-06_4.711665675541094e-10
0.136,1.8478497974222908e-05,1.130699610156237e-09,DLS_0.136_1.8478497974222908e-05_4.5342744142353364e-12
0.136,2.2387211385683376e-06,2.4535401650848055e-09,DLS_0.136_2.2387211385683376e-06_3.089165197350972e-10
0.136,2.2820929710674507e-05,5.832544275508427e-10,DLS_0.136_2.2820929710674507e-05_2.9728600627178772e-12
0.136,2.7648187540101058e-06,3.3997014099094804e-09,DLS_0.136_2.7648187540101058e-06_2.0253859831488456e-10
0.136,2.818382931264455e-05,2.7720341622440623e-10,DLS_0.136_2.818382931264455e-05_1.9491314695811966e-12
0.136,3.414548873833601e-06,4.384499626917388e-09,DLS_0.136_3.414548873833601e-06_1.3279278117769596e-10
0.136,3.480700588428413e-05,1.2578444813905996e-10,DLS_0.136_3.480700588428413e-05_1.277932161474998e-12
0.136,4.216965034285822e-06,5.227580214306626e-09,DLS_0.136_4.216965034285822e-06_8.706450464070153e-11
0.136,4.2986623470822724e-05,5.718095177136929e-11,DLS_0.136_4.2986623470822724e-05_8.378658057801856e-13
0.136,5.207948328595465e-06,5.719246373108389e-09,DLS_0.136_5.207948328595465e-06_5.7083132841289726e-11
0.136,5.308844442309879e-05,2.858956269351648e-11,DLS_0.136_5.308844442309879e-05_5.493398864658059e-13
0.136,6.30957344480193e-07,1.0193021797533751e-10,DLS_0.136_6.30957344480193e-07_3.889028568175279e-09
0.136,6.431811877215091e-06,5.699293763716768e-09,DLS_0.136_6.431811877215091e-06_3.742609078663533e-11
0.136,6.556418494179785e-05,1.4977160296311348e-11,DLS_0.136_6.556418494179785e-05_3.6017021912150335e-13
0.136,7.79231798434194e-07,1.95766774991864e-10,DLS_0.136_7.79231798434194e-07_2.549809882877793e-09
0.136,7.943282347242822e-06,5.139414300220264e-09,DLS_0.136_7.943282347242822e-06_2.453811137983476e-11
0.136,9.623506263980887e-07,3.602958086009638e-10,DLS_0.136_9.623506263980887e-07_1.6717620672742353e-09
0.136,9.809947127268783e-06,4.17112618492823e-09,DLS_0.136_9.809947127268783e-06_1.608821272629921e-11
0.137,1.1885022274370166e-06,6.187169484736947e-10,DLS_0.137_1.1885022274370166e-06_1.041428508729016e-09
0.137,1.2115276586285876e-05,2.6210994927121234e-09,DLS_0.137_1.2115276586285876e-05_1.0022193777241941e-11
0.137,1.4677992676220675e-06,1.0230021924837964e-09,DLS_0.137_1.4677992676220675e-06_6.828041134996995e-10
0.137,1.4962356560944327e-05,1.6710442631730551e-09,DLS_0.137_1.4962356560944327e-05_6.570969663336262e-12
